Category,Message
ham,No just send to you. Bec you in temple na.
ham,Or I guess  &lt;#&gt;  min
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Only once then after ill obey all yours.
ham,Mmmm.... I cant wait to lick it!
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,"I'm back, lemme know when you're ready"
ham,Send me your resume:-)
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,When are you going to ride your bike?
ham,K I'll be sure to get up before noon and see what's what
ham,Hi.what you think about match?
ham,Dear good morning how you feeling dear
ham,"I'll text carlos and let you know, hang on"
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,Did you get any gift? This year i didnt get anything. So bad
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,You see the requirements please
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Thank you princess! You are so sexy...
ham,Having lunch:)you are not in online?why?
ham,"Cool, text me when you're parked"
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,Indeed and by the way it was either or - not both !
ham,Lol now I'm after that hot air balloon!
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
ham,In that case I guess I'll see you at campus lodge
ham,I have to take exam with in march 3
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,Is that what time you want me to come?
ham,You've always been the brainy one.
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,Yeah get the unlimited
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Lmao ok I wont be needing u to do my hair anymore.
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,Will do. Have a good day
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,I want to see your pretty pussy...
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,Yupz... I've oredi booked slots 4 my weekends liao...
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,I wait 4 ü inside da car park...
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,Check audrey's status right now
ham,When can ü come out?
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
ham,So that takes away some money worries
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,Yes.i'm in office da:)
ham,Must come later.. I normally bathe him in da afternoon mah..
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,No but the bluray player can
ham,Oops. 4 got that bit.
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
ham,I was just callin to say hi. Take care bruv!
ham,Ok. No wahala. Just remember that a friend in need ...
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
ham,Oh yah... We never cancel leh... Haha
ham,My birthday is on feb  &lt;#&gt;  da. .
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,If india win or level series means this is record:)
ham,Ü comin to fetch us oredi...
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,Ok lor then we go tog lor...
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,"Hm good morning, headache anyone? :-)"
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,"This is one of the days you have a billion classes, right?"
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,Yar lor... How u noe? U used dat route too?
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Thanks for this hope you had a good day today
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,Still at west coast... Haiz... Ü'll take forever to come back...
ham,K k :-):-) then watch some films.
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Any way where are you and what doing.
ham,Okie.. Thanx..
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,Where can download clear movies. Dvd copies.
ham,Gettin rdy to ship comp
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"Coffee cake, i guess..."
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
ham,Y de asking like this.
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,Not getting anywhere with this damn job hunting over here!
ham,"Yes but i dont care! I need you bad, princess!"
ham,"Nah, I'm a perpetual DD"
ham,What was she looking for?
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,I love to wine and dine my lady!
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
